,address,train_위도,train_경도
394,무악동 88,37.5757509,126.9596227
395,무악동 82,37.5753907,126.9608065
396,무악동 60,37.5770040,126.9574380
397,무악동 60,37.5770040,126.9574380
398,무악동 60,37.5770040,126.9574380
399,청운동 56-45,37.5862185,126.9673927
400,사직동 9-1,37.5735719,126.9677926
401,사직동 9-1,37.5735719,126.9677926
402,당주동 145,37.5713772,126.9737007
403,내수동 71,37.5739782,126.9713114
404,내수동 71,37.5739782,126.9713114
405,신문로1가 238,37.5713399,126.9729599
406,익선동 55,37.5751303,126.9900570
407,익선동 55,37.5751303,126.9900570
408,익선동 55,37.5751303,126.9900570
409,인의동 48-2,37.5714899,126.9986593
410,인의동 48-2,37.5714899,126.9986593
411,인의동 48-2,37.5714899,126.9986593
412,인의동 48-2,37.5714899,126.9986593
413,인의동 48-2,37.5714899,126.9986593
414,인의동 48-2,37.5714899,126.9986593
415,효제동 65-2,37.5742239,127.0018283
416,명륜2가 237,37.5856189,127.0002686
417,창신동 703,37.5803298,127.0117933
418,창신동 702,37.5805173,127.0140195
419,창신동 702,37.5805173,127.0140195
420,창신동 232,37.5742210,127.0142935
421,창신동 702,37.5805173,127.0140195
422,창신동 703,37.5803298,127.0117933
423,창신동 702,37.5805173,127.0140195
424,창신동 232,37.5742210,127.0142935
425,창신동 601-1,37.5779876,127.0097923
426,창신동 703,37.5803298,127.0117933
427,창신동 702,37.5805173,127.0140195
428,창신동 703,37.5803298,127.0117933
429,창신동 703,37.5803298,127.0117933
430,창신동 702,37.5805173,127.0140195
431,창신동 703,37.5803298,127.0117933
432,창신동 702,37.5805173,127.0140195
433,창신동 703,37.5803298,127.0117933
434,창신동 703,37.5803298,127.0117933
435,창신동 703,37.5803298,127.0117933
436,창신동 702,37.5805173,127.0140195
437,창신동 703,37.5803298,127.0117933
438,창신동 703,37.5803298,127.0117933
439,창신동 703,37.5803298,127.0117933
440,창신동 703,37.5803298,127.0117933
441,창신동 703,37.5803298,127.0117933
442,창신동 703,37.5803298,127.0117933
443,창신동 702,37.5805173,127.0140195
444,창신동 703,37.5803298,127.0117933
445,창신동 702,37.5805173,127.0140195
446,숭인동 766,37.5760349,127.0211589
447,숭인동 2-1,37.5809831,127.0159310
448,숭인동 766,37.5760349,127.0211589
449,숭인동 766,37.5760349,127.0211589
450,숭인동 2-1,37.5809831,127.0159310
451,숭인동 76,37.5738554,127.0161891
452,숭인동 2-1,37.5809831,127.0159310
453,숭인동 2-1,37.5809831,127.0159310
454,숭인동 2-1,37.5809831,127.0159310
455,숭인동 204-11,37.5721384,127.0205696
456,숭인동 204-11,37.5721384,127.0205696
457,교남동 62-1,37.5690549,126.9638072
458,평창동 72,37.6091332,126.9756922
459,평창동 596,37.6109292,126.9786781
460,평창동 145-5,37.6091252,126.9727122
461,평창동 45,37.6081440,126.9737584
462,평창동 108,37.6099802,126.9774074
463,평창동 66-1,37.6096830,126.9759336
464,평창동 66-1,37.6096830,126.9759336
465,평창동 66-1,37.6096830,126.9759336
466,평창동 596,37.6109292,126.9786781
467,평창동 46-1,37.6085182,126.9742828
468,신영동 254,37.6055355,126.9603335
469,무악동 88,37.5757509,126.9596227
470,무악동 60,37.5770040,126.9574380
471,무악동 60,37.5770040,126.9574380
472,무악동 82,37.5753907,126.9608065
473,무악동 88,37.5757509,126.9596227
474,무악동 88,37.5757509,126.9596227
475,무악동 88,37.5757509,126.9596227
476,무악동 88,37.5757509,126.9596227
477,무악동 82,37.5753907,126.9608065
478,무악동 82,37.5753907,126.9608065
479,무악동 88,37.5757509,126.9596227
480,무악동 82,37.5753907,126.9608065
481,무악동 60,37.5770040,126.9574380
482,무악동 88,37.5757509,126.9596227
483,무악동 88,37.5757509,126.9596227
484,무악동 88,37.5757509,126.9596227
485,무악동 88,37.5757509,126.9596227
486,무악동 88,37.5757509,126.9596227
487,무악동 88,37.5757509,126.9596227
488,무악동 60,37.5770040,126.9574380
489,무악동 82,37.5753907,126.9608065
490,사직동 9,37.5744343,126.9689117
491,사직동 9,37.5744343,126.9689117
492,내수동 73,37.5726384,126.9722398
493,익선동 55,37.5751303,126.9900570
494,익선동 30-6,37.5751138,126.9891376
495,인의동 48-2,37.5714899,126.9986593
496,인의동 48-2,37.5714899,126.9986593
497,연건동 195-10,37.5754443,127.0018508
498,충신동 62-2,37.5751477,127.0040390
499,명륜2가 4,37.5855464,126.9994107
500,창신동 702,37.5805173,127.0140195
501,창신동 703,37.5803298,127.0117933
502,창신동 702,37.5805173,127.0140195
503,창신동 702,37.5805173,127.0140195
504,창신동 702,37.5805173,127.0140195
505,창신동 703,37.5803298,127.0117933
506,창신동 703,37.5803298,127.0117933
507,창신동 703,37.5803298,127.0117933
508,창신동 703,37.5803298,127.0117933
509,창신동 703,37.5803298,127.0117933
510,창신동 702,37.5805173,127.0140195
511,창신동 232,37.5742210,127.0142935
512,창신동 232,37.5742210,127.0142935
513,창신동 23-76,37.5773843,127.0150475
514,창신동 601-5,37.5777685,127.0100350
515,창신동 702,37.5805173,127.0140195
516,창신동 703,37.5803298,127.0117933
517,숭인동 202-3,37.5735590,127.0217102
518,숭인동 766,37.5760349,127.0211589
519,숭인동 318-2,37.5713267,127.0167133
520,숭인동 2-1,37.5809831,127.0159310
521,숭인동 201-11,37.5738522,127.0213245
522,숭인동 2-1,37.5809831,127.0159310
523,숭인동 2-1,37.5809831,127.0159310
524,숭인동 766,37.5760349,127.0211589
525,숭인동 202-3,37.5735590,127.0217102
526,평창동 72,37.6091332,126.9756922
527,평창동 596,37.6109292,126.9786781
528,무악동 60,37.5770040,126.9574380
529,무악동 60,37.5770040,126.9574380
530,무악동 60,37.5770040,126.9574380
531,무악동 82,37.5753907,126.9608065
532,무악동 88,37.5757509,126.9596227
533,무악동 88,37.5757509,126.9596227
534,무악동 60,37.5770040,126.9574380
535,청운동 56-45,37.5862185,126.9673927
536,청운동 56-45,37.5862185,126.9673927
537,사직동 9,37.5744343,126.9689117
538,사직동 9,37.5744343,126.9689117
539,사직동 9,37.5744343,126.9689117
540,내수동 110-15,37.5732938,126.9704725
541,내수동 110-15,37.5732938,126.9704725
542,신문로1가 238,37.5713399,126.9729599
543,연건동 195-10,37.5754443,127.0018508
544,명륜2가 4,37.5855464,126.9994107
545,창신동 703,37.5803298,127.0117933
546,창신동 702,37.5805173,127.0140195
547,창신동 232,37.5742210,127.0142935
548,창신동 703,37.5803298,127.0117933
549,창신동 702,37.5805173,127.0140195
550,창신동 703,37.5803298,127.0117933
551,창신동 702,37.5805173,127.0140195
552,창신동 703,37.5803298,127.0117933
553,창신동 703,37.5803298,127.0117933
554,창신동 702,37.5805173,127.0140195
555,숭인동 1421-2,37.5736251,127.0223827
556,숭인동 766,37.5760349,127.0211589
557,숭인동 2-1,37.5809831,127.0159310
558,숭인동 1421-1,37.5734532,127.0223882
559,숭인동 296-19,37.5724122,127.0167423
560,숭인동 2-1,37.5809831,127.0159310
561,숭인동 2-1,37.5809831,127.0159310
562,숭인동 2-1,37.5809831,127.0159310
563,숭인동 766,37.5760349,127.0211589
564,숭인동 318-2,37.5713267,127.0167133
565,숭인동 318-2,37.5713267,127.0167133
566,숭인동 2-1,37.5809831,127.0159310
567,숭인동 318-2,37.5713267,127.0167133
568,숭인동 2-1,37.5809831,127.0159310
569,무악동 88,37.5757509,126.9596227
570,무악동 88,37.5757509,126.9596227
571,무악동 88,37.5757509,126.9596227
572,무악동 88,37.5757509,126.9596227
573,무악동 60,37.5770040,126.9574380
574,무악동 60,37.5770040,126.9574380
575,무악동 60,37.5770040,126.9574380
576,무악동 60,37.5770040,126.9574380
577,무악동 82,37.5753907,126.9608065
578,무악동 82,37.5753907,126.9608065
579,무악동 88,37.5757509,126.9596227
580,무악동 88,37.5757509,126.9596227
581,무악동 60,37.5770040,126.9574380
582,무악동 82,37.5753907,126.9608065
583,사직동 9,37.5744343,126.9689117
584,사직동 9,37.5744343,126.9689117
585,사직동 9,37.5744343,126.9689117
586,당주동 145,37.5713772,126.9737007
587,익선동 55,37.5751303,126.9900570
588,인의동 48-2,37.5714899,126.9986593
589,명륜2가 4,37.5855464,126.9994107
590,창신동 232,37.5742210,127.0142935
591,창신동 703,37.5803298,127.0117933
592,창신동 702,37.5805173,127.0140195
593,창신동 703,37.5803298,127.0117933
594,창신동 232,37.5742210,127.0142935
595,창신동 703,37.5803298,127.0117933
596,숭인동 202-3,37.5735590,127.0217102
597,숭인동 2-1,37.5809831,127.0159310
598,숭인동 766,37.5760349,127.0211589
599,숭인동 2-1,37.5809831,127.0159310
600,숭인동 76,37.5738554,127.0161891
601,숭인동 766,37.5760349,127.0211589
602,교북동 101,37.5714640,126.9620635
603,평창동 72,37.6091332,126.9756922
604,평창동 596,37.6109292,126.9786781
605,무악동 82,37.5753907,126.9608065
606,무악동 60,37.5770040,126.9574380
607,무악동 60,37.5770040,126.9574380
608,무악동 60,37.5770040,126.9574380
609,무악동 60,37.5770040,126.9574380
610,무악동 82,37.5753907,126.9608065
611,무악동 88,37.5757509,126.9596227
612,무악동 82,37.5753907,126.9608065
613,무악동 82,37.5753907,126.9608065
614,무악동 88,37.5757509,126.9596227
615,무악동 82,37.5753907,126.9608065
616,무악동 82,37.5753907,126.9608065
617,청운동 56-45,37.5862185,126.9673927
618,사직동 9,37.5744343,126.9689117
619,사직동 9-1,37.5735719,126.9677926
620,사직동 9,37.5744343,126.9689117
621,사직동 9-1,37.5735719,126.9677926
622,사직동 9-1,37.5735719,126.9677926
623,신문로1가 238,37.5713399,126.9729599
624,창신동 703,37.5803298,127.0117933
625,창신동 703,37.5803298,127.0117933
626,창신동 703,37.5803298,127.0117933
627,창신동 702,37.5805173,127.0140195
628,창신동 703,37.5803298,127.0117933
629,창신동 703,37.5803298,127.0117933
630,창신동 601-5,37.5777685,127.0100350
631,숭인동 318-2,37.5713267,127.0167133
632,숭인동 2-1,37.5809831,127.0159310
633,숭인동 1421-2,37.5736251,127.0223827
634,숭인동 318-2,37.5713267,127.0167133
635,평창동 108,37.6099802,126.9774074
636,평창동 596,37.6109292,126.9786781
637,평창동 72,37.6091332,126.9756922
638,평창동 596,37.6109292,126.9786781
639,평창동 72,37.6091332,126.9756922
640,무악동 82,37.5753907,126.9608065
641,무악동 82,37.5753907,126.9608065
642,무악동 60,37.5770040,126.9574380
643,무악동 82,37.5753907,126.9608065
644,무악동 60,37.5770040,126.9574380
645,무악동 60,37.5770040,126.9574380
646,무악동 82,37.5753907,126.9608065
647,무악동 82,37.5753907,126.9608065
648,무악동 82,37.5753907,126.9608065
649,무악동 88,37.5757509,126.9596227
650,무악동 60,37.5770040,126.9574380
651,무악동 82,37.5753907,126.9608065
652,무악동 88,37.5757509,126.9596227
653,무악동 82,37.5753907,126.9608065
654,무악동 82,37.5753907,126.9608065
655,무악동 88,37.5757509,126.9596227
656,무악동 60,37.5770040,126.9574380
657,무악동 60,37.5770040,126.9574380
658,무악동 60,37.5770040,126.9574380
659,무악동 88,37.5757509,126.9596227
660,무악동 82,37.5753907,126.9608065
661,무악동 60,37.5770040,126.9574380
662,무악동 60,37.5770040,126.9574380
663,무악동 60,37.5770040,126.9574380
664,무악동 88,37.5757509,126.9596227
665,무악동 60,37.5770040,126.9574380
666,무악동 60,37.5770040,126.9574380
667,회현동1가 208,37.5582628,126.9819192
668,회현동1가 208,37.5582628,126.9819192
